OBJECTID,NAME,SHORT_NAME,PARKTYPE,COUNTY,SHOW,GLOBALID,CREATED_DATE,LAST_EDITED_DATE,SHAPE__Area,SHAPE__Length
1,BENGALS PRACTICE FIELD,Bengals Practice Field,County Government,Hamilton,1,22ea86f1-515d-4ada-a145-488e1314f74c,,,51202.95703125,942.29496156959
2,DELHI TWP. TRUSTEES-DELHI RD. SPRING SITE,Delhi Springhouse,Township,Hamilton,1,ef2baa3e-e66e-42e6-8e10-9554e532d093,,,939.35546875,154.54804406699
3,YMCA COLERAIN BRANCH,YMCA Colerain Branch,Nonprofit,Hamilton,1,2f0dfb3f-5879-4218-8008-8644631fb8e1,,,88142.1640625,1683.49136640494
4,Warder Nursery,Warder Nursery,City or Village,Hamilton,1,e82119dc-d789-4c81-9c89-70e90dcbb59b,,,62040.03125,1026.78677369584
5,NORTON ST. Preserve,Baltimore Run Preserve,Conservation Group,Hamilton,1,609e9c95-faeb-4571-a105-91ba00cd6aa5,,,68262.3515625,3246.79837720757
6,Village Park,Tunis Park,City or Village,Hamilton,1,7c37c94b-ea1a-4b9b-832e-4ab0bd9e2665,,,6967.22265625,336.140906242524
7,Gulf Park,Cleves Community Park,City or Village,Hamilton,1,7737633d-0c29-45b2-bf6b-f690860dbf07,,,393983.75390625,2608.99286251303
8,WEST FORK PARK,West Fork Park,Township,Hamilton,1,c34428c1-8b21-451d-a821-fb39986a9846,,,86699.01171875,1674.74350334292
9,Broadwell Woods Nature Preserve,Broadwell Woods,Park District,Hamilton,1,488c27db-2ec3-411d-b593-0aa18966941a,,,457978.62109375,3667.17380298896
10,GREENSPACE-HILLSIDE,Ida Street Open Space,City or Village,Hamilton,1,0e392cc6-0dd0-414d-917a-e90dbc052361,,,2951.12109375,272.472990643135
11,Memorial Park-Sharon@Waycross,Memorial Park,City or Village,Hamilton,1,e4c2633f-b3a4-4ee5-b371-50f6fc74e5b2,,,846.69140625,115.438845380649
12,Central Park,Central Park,City or Village,Hamilton,1,731ab970-fa80-446c-97f4-2dced8a349fb,,,123886.52734375,1622.42192839808
13,MILVALE ELEMENTARY SCHOOL,Millvale Elementary School,Schools-Public,Hamilton,1,a37edd51-7a5e-4903-bd44-984dc55e25ad,,,23168.62109375,854.117287681644
14,MCQUEETY MEDIAN,McQueety Median,City or Village,Hamilton,1,d5c781d9-fb31-4fd3-904b-4d8760bfd074,,,4284.5703125,1017.86981345954
15,Knights of Columbus Sports Park,Knights of Columbus Sports Park,Other Private,Hamilton,1,610d2fc3-3899-43b8-9be1-0179db394b1e,,,121023.9296875,1408.61918144796
16,Veterans Memorial Park,Veterans Memorial Park,City or Village,Hamilton,1,031d3042-3461-4e72-a9e3-e920961b0686,,,4655.08984375,270.717903403156
17,Spring Grove Village Recreation Area,Spring Grove Village Recreation Area,City or Village,Hamilton,1,70cc7fa9-1a78-431a-8dec-06d0807787d7,,,92938.375,1409.95993238747
18,DRY FORK PARK,Whitewater Township Community Park,Township,Hamilton,1,ee3c6a5e-4e23-4530-bb48-694af1fc3d42,,,94865.56640625,1338.48883361661
19,Phillips Park,Phillips Park,City or Village,Hamilton,1,b8ded717-490c-4f9a-a2bc-c54ff5ab2ceb,,,609973.3046875,4276.76125840599
20,WASHINGTON AVENUE PARK,Washington Park,City or Village,Hamilton,1,ad3169a5-080f-47b6-af09-9b30688c7299,,,68148.44921875,1057.3905397424
21,BRENTWOOD PARK,Brentwood Park,Township,Hamilton,1,caf17923-e1f4-474e-b2fd-98acd81f85dc,,,59017.76171875,1705.0925481993
22,Northbrook Civic Assoc. Fields,Northbrook Civic Center Fields,Clubs-Members Only,Hamilton,1,44fa0bdd-9c1a-4b17-9145-d196ef13ad03,,,186010.26171875,2300.70694233207
23,Whittier Garden Park,Whittier Garden,Nonprofit,Hamilton,1,4d98cd22-96e6-4383-8e11-fd1beb891809,,,11351.91796875,433.375204613079
24,Aiken High School,Aiken High School,Schools-Public,Hamilton,1,da75ad41-15b6-432d-9eb4-e97583a3004d,,,311133.24609375,4692.26752004522
25,COOMBE PRESERVE,Coombe Preserve,Conservation Group,Hamilton,1,3726f3a4-8bb6-4c00-a116-ef8aa5c967ef,,,12336.59375,642.687679422935
26,Harrison Tomb State Memorial,William Henry Harrison State Memorial,State Government,Hamilton,1,eaad0cc5-7058-4a80-97fd-9dd3bcd8cc95,,,62746.55078125,1125.97883733094
27,Pleasant Ridge Elementary,Pleasant Ridge Elementary School,Schools-Public,Hamilton,1,4136e974-9286-4789-98bf-662a188339ff,,,42460.546875,957.383774593932
28,Riverside Park,Riverside Park,Township,Hamilton,1,b0680add-4be7-45fc-a344-2f0aab776ca4,,,315783.328125,3281.44435417164
29,Ludlow Grove Park,Ludlow Grove Park,City or Village,Hamilton,1,da4eda63-6188-4e04-977c-3e14d02ec837,,,37094.6484375,1236.18868659796
30,Twin Creek Preserve,Twin Creek Preserve,Conservation Group,Hamilton,1,bf0a7ae6-409b-43d0-b0b8-967937239987,,,173907.6171875,2018.89686100026
31,STORY WOODS PARK,Story Woods Park,Township,Hamilton,1,07daeb07-9e55-49db-b568-adb098d1a412,,,232303.36328125,2614.24918843747
32,WHITACRE PARK,Whitacre Park,City or Village,Hamilton,1,86951ad1-fbda-455d-9a13-da3f8cc1667c,,,116216.37109375,1560.6790235698
33,STEPHAN FIELD PARK,Stephan Field Park,City or Village,Hamilton,1,f96d533c-20a5-432b-baf5-00afa72af247,,,102686.71875,1282.5302985374
34,BLUE ROCK PARK,Blue Rock Park,Township,Hamilton,1,6006a588-27eb-4913-8f40-b68c67c031ca,,,71512.98046875,1367.46056436271
35,STONEBRIDGE PARK,Stonebridge Park,Township,Hamilton,1,ba2653d5-462b-435e-ac35-027ef7e07bb3,,,38614.171875,1111.38815732075
36,CORPUS CHRISTI SPORTS COMPLEX,Corpus Christi Sports Complex,Ball Field,Hamilton,1,898ef18e-bb06-49a7-9edd-f066a7b55db7,,,219683.40234375,2098.28022380963
37,OAKLEY RECREATION COMPLEX ,Eastside Recreation Center,City or Village,Hamilton,1,f8a2d29e-0b52-4ad3-868d-8123ee49016c,,,100325.19921875,1525.42539577736
38,Fairview-Clifton German Language School,Fairview-Clifton German Language School,Schools-Public,Hamilton,1,5fba0362-bb24-462a-8804-ff0ef36a61c2,,,6760.47265625,468.631194190883
39,George H. Waldmann Memorial Park,George H. Waldmann Memorial Park,City or Village,Hamilton,1,ca883140-6827-4921-aceb-7d407855d649,,,2541.73828125,230.673958426269
40,Heritage Park,Heritage Park,Township,Hamilton,1,6f26892b-5bfe-4fb1-9b20-c57c89146731,,,860707.78515625,3848.01044030224
41,SCHILLER/HUGHES RECREATION AREA ,Schiller/Hughes Recreation Area,City or Village,Hamilton,1,c073131c-b377-4853-bd04-3104cd2e7464,,,2935.71875,250.625595733827
42,STANLEY ROWE ARBORETUM,Stanley Rowe Arboretum,City or Village,Hamilton,1,078efc53-b047-406a-b8d6-5322965353ee,,,91841.1015625,1912.81313463365
43,EBERSOLE RECREATION CENTER,Ebersole Community Center,City or Village,Hamilton,1,6a29391a-e365-4132-a5fd-bac39ce1f744,,,6998.328125,346.523780516309
44,DELHI PIKE PRESERVE,Delhi Pike Preserve,Conservation Group,Hamilton,1,7a78cabf-3245-4bf3-8261-a4fd763c35d7,,,6300.63671875,463.950272997435
45,Mt. Storm ,Mt. Storm Park,City or Village,Hamilton,1,20c92eae-e1bb-4f07-98b0-5a83e8aeaab7,,,491621.34375,3029.71448976662
46,Lindner Park,Lindner Park/McCullough Estate Nature Preserve,City or Village,Hamilton,1,539e440d-7168-437f-ba21-5265c929aa24,,,97843.85546875,1671.55791512997
47,MONTGOMERY MUNICPAL POOL,Montgomery Open Space,City or Village,Hamilton,1,8840a632-0c66-4fde-ade0-a55cdc63a0f3,,,4185.5859375,262.50536075672
48,FARWICK FIELD,Little Fenway Park,Ball Field,Hamilton,1,c682eea2-dfd3-4d9d-b7ed-ba203f8f432c,,,158994.23828125,1969.76449207624
49,SWAN GABLE PARK,Seven Gables Park,Township,Hamilton,1,fbd5d344-20a4-4a8d-a229-5a773f31149d,,,50132.80859375,998.458371933957
50,Evanston Recreation Center,Evanston Recreation Center,City or Village,Hamilton,1,b9542881-481c-487f-8a4e-b025a09d4ebe,,,27311.99609375,724.453355142223
51,PADDOCK AND TENNESSEE RECREATION AREA ,Paddock and Tennessee Recreation Area,City or Village,Hamilton,1,37faf5e4-0d2e-465c-b100-405dc5805898,,,33201.5078125,1024.32303263176
52,CALDWELL SPORTS COMPLEX ,Caldwell Sports Complex,City or Village,Hamilton,1,ed8fc042-cc58-4e1e-a332-b44e3f4bce7b,,,100322.109375,1261.95765749184
53,Kemper Sports Park,Kemper Sports Park,City or Village,Hamilton,1,cc96ee2d-16d0-46ea-9677-5747f236abe6,,,80399.296875,1234.69997323433
54,Quarry St. Preserve,Quarry St. Preserve,Other Private,Hamilton,1,e57d0f55-de02-4197-ae2c-239b04d5bc1f,,,85067.4296875,2440.41985922412
55,MEADE PRESERVE,Meade Historic Preserve,Township,Hamilton,1,d5f20d26-f26e-4994-ab3a-233499387a03,,,182532.94140625,2608.01329584437
56,Washington Park,Washington Park,City or Village,Hamilton,1,92b44fc2-673c-48c9-a0ef-58e0779c6033,,,49241.68359375,942.009185656806
57,Northern Row Park,Northern Row Park,City or Village,Hamilton,1,5911f2b0-11ad-46ab-99db-5a9c763fa85c,,,956.1484375,125.730240637411
58,Morris Park,Morris Park,City or Village,Hamilton,1,6e675a27-72ee-4f32-bb3f-42f1ecac47d6,,,4232.44140625,357.173689678543
59,AULT PARK,Ault Park,City or Village,Hamilton,1,424227d1-40fa-4552-939c-1f80a9c68cec,,2025/11/04 18:35:04+00,1523666.11328125,7967.46749111661
60,Olden Playground,Olden Recreation Area,City or Village,Hamilton,1,76a7884c-9d9c-40df-9eba-ba7a8d1faf9f,,,7800.734375,411.37747624925
61,CARMALT RECREATION AREA ,Carmalt Recreation Area,City or Village,Hamilton,1,54f4a61b-299e-41ed-ad69-d8af1f8e6a89,,2025/10/31 13:24:07+00,5212.03125,363.524520516278
62,WEST FORK RECREATION AREA ,West Fork Recreation Area,City or Village,Hamilton,1,294c53c0-4ed5-4f71-be05-a341a59e8097,,2025/04/15 17:26:38+00,37748.33984375,1293.97060640721
63,Kennedy Heights Playground,Kennedy Heights Recreation Area,City or Village,Hamilton,1,9854a802-7b5f-4e01-a826-f31280098e18,,2025/04/15 16:11:04+00,26781.9375,674.514104846784
64,WOODFORD PARK,Woodford Park ,City or Village,Hamilton,1,db8e4df3-59f5-4bfa-9b4f-50911deec776,,2025/10/31 13:18:20+00,11661.9296875,488.410477222827
65,Mohawk Park,Mohawk Park,City or Village,Hamilton,1,17c097b8-3b0f-449b-aca9-5692e71e49e4,,,614.1171875,108.756567197857
66,SPRING STREET RECREATION AREA ,Spring Street Recreation Area,City or Village,Hamilton,1,2619c98c-ab6a-4fcd-8004-c6fc6c8c6a89,,,2641.5234375,214.270076816807
67,McGary,Great Parks McGary,Park District,Hamilton,1,087dd952-95d0-4dc5-a703-d61ed94955dc,,,721574.7578125,7445.77820405503
68,Mt. Airy Forest,Mt. Airy Forest,Park District,Hamilton,1,7ebaceba-2199-4bfd-bc18-8dbde7bdd449,,2025/10/28 18:18:59+00,9623344.29296875,24351.6871218842
69,Hawkins Recreation Area,Hawkins Recreation Area,City or Village,Hamilton,1,6b84a4d1-2340-4104-9b16-29b936ddbbf2,,2025/04/15 16:03:02+00,18487.71875,543.958928767518
70,South Fairmount Recreation Area,South Fairmount Recreation Area,City or Village,Hamilton,1,d35583c1-8bc8-411a-9dd4-0bb976cc70c3,,,31650.8515625,735.913581148328
71,Sayler Park Recreation Center,Sayler Park Recreation Center,City or Village,Hamilton,1,52ad80e3-c740-4a67-b98a-79a200f7964b,,,71663.671875,1549.39804657627
72,Johnston Park,Johnston Park,Park District,Hamilton,1,3abb08b8-b920-4616-bb39-bc0c0ff19f03,,,8335.5390625,632.248081426339
73,Lytle Park,Lytle Park,City or Village,Hamilton,1,7d753cb0-54a1-4c3c-9653-e35556fbaa3e,,2025/10/31 13:16:51+00,18902.1340122819,658.901564629921
74,Taft Field,Camp Washington Recreation Center,City or Village,Hamilton,1,ce9b3c24-af50-4636-9f95-3948ba31826d,,,20781.9453125,599.119030360413
75,Victory Parkway - U.S. Navy Reserve,Victory Parkway - U.S. Navy Reserve,City or Village,Hamilton,1,48b5042f-5785-4e68-8364-3381c2cb7e51,,,70914.35546875,2012.58779604124
76,Montgomery Triangle,Montgomery Triangle,Park District,Hamilton,1,6daf6dec-17bf-4865-967d-26b3c1aac334,,,1363.77734375,160.811625653345
77,Woodford Elementary School,Woodford Elementary School,Schools-Public,Hamilton,1,36d484cc-09ff-4279-b24d-4b741b87e331,,,97298.09765625,2037.18173765713
78,Anderson Place Recreation Area,John P. Parker School,City or Village,Hamilton,1,c8469b0d-c9d7-47cc-913b-b67e37dbe2eb,,2025/04/08 15:52:02+00,93692.16796875,1375.14036134706
79,Carthage Paideia-Academy,Carthage Paideia-Academy,Schools-Public,Hamilton,1,62e654d4-b134-4749-b0dd-a9226a3a75df,,,13712.2578125,869.560537941864
80,Lunken Airport Trail,Lunken Airport Bike Trail,Park District,Hamilton,1,5d7efc35-40a1-4446-9f22-0f34a77bec8b,,,84402.037653923,22609.2086243621
81,Sands Montessori Elementary,Sands Recreation Area,,Hamilton,1,0dad2e5d-7603-47ba-91ff-ae1a81998f3d,,2025/10/31 14:15:00+00,84124.4930216819,1301.39747253917
82,Calhoun Plaza,Calhoun Plaza,City or Village,Hamilton,1,f79fca62-98b5-4cb0-9ac5-9c7def0e77c9,,,1111.53515625,132.846570487946
83,Inwood Park,Inwood Park,Park District,Hamilton,1,5a1114ab-d6fb-4faa-94b8-dd62c7bf47cf,,2025/10/29 20:17:03+00,140956.828125,2168.88318484992
84,Liberty Street Park,Liberty Street Park,City or Village,Hamilton,1,43bbc238-2baa-4b74-914c-ae15b8d1b389,,2025/10/31 12:28:32+00,2781.63671803474,328.541283750182
85,Hays-Porter School,Hays-Porter School,Schools-Public,Hamilton,1,90831cd2-f612-4914-9034-e779c7e47911,,,44935.83203125,1626.45588076457
86,SKYLINE PARK,Skyline Park,Township,Hamilton,1,6dda04d1-29b6-4594-bcb3-9998c10dc03f,,,6466.07181474566,345.9865741541
87,CARRUTHERS PARK,Carruthers Park,City or Village,Hamilton,1,a68fc418-c5a0-48bc-8bc8-78c68db8a503,,,4050.44760704041,244.240319219622
88,WELLER PARK,Weller Park,City or Village,Hamilton,1,2bf33222-2188-4bf7-9bb0-4031ba76c467,,,133904.28515625,1693.56380161674
89,STOLL LN PARK,Stoll Lane Park,City or Village,Hamilton,1,ab978abc-0964-47d3-9507-db1377222b6c,,,3640.08984375,376.443391874255
90,GLENVIEW PARK,Glenview Park,City or Village,Hamilton,1,c8444a29-0b79-4f2a-84af-6df898d1905c,,,15551.39453125,804.323206728795
91,Fay Apartment Tot Lot 2,Fay Apartment Tot Lot 2,Other Private,Hamilton,1,4656aea8-5af7-4811-b4d4-f03a9d92957b,,,283.2265625,66.5498588847169
92,MUCHMORE PARK,Muchmore Mark,Township,Hamilton,1,31dd9c7e-1f43-4181-a553-8c0d503af215,,,8354.3671875,483.42617765612
93,Kroger Hills Conservation Area,Kroger Hills Conservation Area,State Government,Hamilton,1,55437d2e-c244-4684-8125-6f8c1e60d730,,,855939.0703125,6113.72978405268
94,Westwood Community Garden,Westwood Community Garden,City or Village,Hamilton,1,2f3bd2b1-1ecd-41bc-b7ca-ced6ac34d4c0,,,3263.79296875,237.399110538875
95,Riverview East Academy,Riverview East Academy,Schools-Public,Hamilton,1,565d6442-ad4d-4d32-a9ed-ec924200cc8e,,,60361.3125,2115.09464356339
96,Five Mile Trail,Five Mile Trail,Township,Hamilton,1,b29fba4e-e47f-4c79-a1c7-4fafb0728722,2025/04/08 15:06:11+00,2025/04/08 15:09:30+00,57492.56640625,9823.46695541832
97,McEvoy Recreation Area,McEvoy Recreation Area,City or Village,Hamilton,1,35253904-18eb-4d61-9cc6-890f5110df9d,2025/04/15 16:20:50+00,2025/04/15 16:22:10+00,54845.9609375,1063.76125687938
98,Leblond Recreation Center,St. Rose Recreation Area,,Hamilton,1,742511de-0fbe-4fcf-b3f6-0de9e745b88b,2025/04/15 17:20:04+00,2025/10/31 14:15:05+00,11037.40625,425.173495399317
99,Woodward Career Technical High School,Woodward Recreation Area,City or Village,Hamilton,1,94c1fe0c-6843-4d71-804e-32138bdb16f2,2025/04/15 19:11:09+00,2025/04/15 19:12:56+00,31483.51953125,746.874811891425
100,TOWER PARK,Water Tower Park,City or Village,Hamilton,1,6ac2eedc-580c-45e6-9063-6620d2979c76,2025/06/12 14:50:49+00,2025/06/12 14:50:49+00,10460.8046875,426.246282142769
101,Burton Elementary School,Burton Elementary School,Schools-Public,Hamilton,1,e34121ca-bdc1-435b-b35d-d25f7cfb2517,2025/10/31 13:46:04+00,2025/10/31 13:50:43+00,42504.0828508735,1253.80213806005
102,ROTHENBERG ELEMENTARY SCHOOL,Rothenberg Elementary School,Schools-Public,Hamilton,1,c5093302-c5f0-4d80-93fd-7c0fd62100ec,,,4448.546875,281.259490380807
103,Stephanie Hummer Memorial Park,Stephanie Hummer Memorial Park,Township,Hamilton,1,bbbfb5c7-9061-46c7-8aef-f829f30f5fe2,,,96465.54296875,1405.20587344576
104,Unknown Greenhills Site,Greenhills Open Space,City or Village,Hamilton,1,45ad33f2-8be1-4d4d-a793-3cbb4a45e671,,,4263.3828125,531.147580924638
105,Evendale Parcel-Griffin 26 acres.,Griffin Family Nature Preserve,City or Village,Hamilton,1,b39e0f51-3de8-42dd-80fc-d00a4627e2ec,,,178463.80859375,2287.7781898065
106,COLERAIN PARK,Colerain Park,Township,Hamilton,1,75226c3c-cdb3-4ad0-a056-9b48fc2354a3,,,142120.3203125,1757.10865211587
107,JONTE PARK,Jonte Park,City or Village,Hamilton,1,c9140f84-e5e9-4ba7-8ccb-f1d1341dd231,,,65658.828125,1163.04545168526
108,Crutchfield Park,Crutchfield Park,Township,Hamilton,1,28dbeabd-e2ef-4746-a458-10bd176391aa,,,70216.8671875,1065.77692868894
109,WYOMING BUFFER LAND-ROLLING HILLS,Camp John McLean Memorial Park,City or Village,Hamilton,1,206d7a97-baa8-4636-8bff-c9bee3e18456,,,30398.82421875,1249.92858066444
110,Symmes Township Park,Symmes Township Park,Township,Hamilton,1,d22f575f-d7b3-4f07-92cd-36eb831375dc,,,420425.81640625,3900.59668587214
111,Lexington Heights Park,Lexington Heights Park,Township,Hamilton,1,b7d5d94d-ad46-4ce6-accc-8e85612549af,,,48452.890625,1600.20872002608
112,Mariemont Town Square,Mariemont Town Square,City or Village,Hamilton,1,94eb5902-6ee2-4c0e-ac4f-9ffba064dec9,,,1504.16796875,173.18590533084
113,Spring Grove Cemetery,Spring Grove Cemetery,Cemetery,Hamilton,1,d39117bb-76ad-4fce-829e-14815c2946ac,,,5033045.375,12771.9599028149
114,Pioneer Cemetery Park,Memorial Pioneer Cemetery,City or Village,Hamilton,1,df6797c5-ef58-49cf-93cd-a9d82171df8a,,,15281.4921875,508.744912862416
115,CROSBY TOWNSHIP PARK,River Road Park,Township,Hamilton,1,7198765e-9073-4974-97fa-aa4813177688,,,16498.0413198471,617.787234660785
116,NEWTOWN UNK. PARK MAIN TO PLUM-W. OF CHURCH ST.,Mini Park,City or Village,Hamilton,1,ebf0d01b-f14d-4d12-8ef0-f0e232540326,,,5125.63671875,436.953910798516
117,KANTER PARK,Kanter Park,City or Village,Hamilton,1,cbe9748f-dbd2-40f6-8444-0a2bc360bab9,,,81907.45703125,1222.92289064764
118,Johnson Alley Park,Johnson Alley Park,City or Village,Hamilton,1,74097795-5a70-43e5-8c9d-b9cdf01cfa6b,,,2047.7109375,188.684493201371
119,IRELAND/JULEP PARK,Greenhills Open Space,City or Village,Hamilton,1,bbf0fa27-79e7-42e9-8ea4-f8b94433bba9,,,2022.44921875,175.635435532677
120,Seasongood Square,Seasongood Square,City or Village,Hamilton,1,e5486ab1-c9b7-49f1-8bce-2afa6bcd6f6e,,,18832.6989197731,611.910747119238
121,HILLTOP PARK,Hilltop Fields,Ball Field,Hamilton,1,bbd6072a-95d2-41bf-9055-1d9362c1dd91,,,71149.19921875,1120.91690989241
122,WYOMING RECREATION CENTER,Wyoming Recreation Center,City or Village,Hamilton,1,c017fe2f-827c-41c4-a0f3-52ca9ee7b626,,,79774.17578125,1170.22588174512
123,Owl's Nest Park,Owl's Nest Park,City or Village,Hamilton,1,1773e62a-31a3-42b8-b03d-a31b9bc931b9,,,70457.703125,1185.94639042891
124,LAVERTY LANE PARK,Laverty Park,Township,Hamilton,1,209da2ec-9171-423a-aa25-380d66bd41a3,,,61853.17578125,1500.33810414707
125,Caldwell Nature Preserve,Caldwell Nature Preserve,City or Village,Hamilton,1,fe0df0f7-5416-47ee-bba0-a536f54574a4,,,772139.60546875,6110.38915900384
126,Dandridge Gardens,Dandridge Gardens,Nonprofit,Hamilton,1,e7b377c5-cfa1-4991-b36c-268488cf8dd8,,,4150.30078125,286.379154073223
127,LITTLE PARK,Van Cleve Park,City or Village,Hamilton,1,b55b2fc2-4b72-4386-a0e0-18c48bd2bc79,,,2506.58984375,205.659551017273
128,State & Nagel Park,State & Nagel Park,Township,Hamilton,1,09c344bd-6bfb-4e28-837b-d70c71e89f77,,,33499.03125,825.623588767992
129,DRAVO PARK,Obergiesing Soccer Complex at Dravo Park,Ball Field,Hamilton,1,ab223b01-5336-4880-b6b8-1c421d2eae56,,2025/06/12 15:19:25+00,148490.879435062,2134.61522187779
130,MONTGOMERY PARK,Montgomery Park,City or Village,Hamilton,1,c56670fc-91b3-423c-9b8d-353094f6bfd5,,,55286.35546875,982.560806778824
131,Alpine Park,Alpine Park,City or Village,Hamilton,1,f544f8d1-8e21-4f64-8fd1-9f08a70b2a08,,,16609.9921875,867.881376063174
132,Gower Park,Gower Park,City or Village,Hamilton,1,6c631b94-03a5-4664-813d-dad801ac8a2f,,,59024.7775998116,1050.18582957687
133,Sherman Recreation Area,Sherman Recreation Area,City or Village,Hamilton,1,da809867-0997-4c48-a91b-600b37ad6f15,,2025/04/15 17:10:18+00,53738.55859375,1454.92223302994
134,Mary Emery Park,Mary Emery Park,City or Village,Hamilton,1,b0dea542-a307-4d86-af57-0095bb92c4ae,,,2639.11328125,225.069867160476
135,EGGLESTON'S SOFTBALL COMPLEX,Eggleston's Softball Complex,Other Private,Hamilton,1,ce51a6a7-0805-44a1-9dc1-be7c9cd921e9,,,210199.08203125,2593.61241780127
136,PLEASANT RIDGE RECREATION COMPLEX ,Pleasant Ridge Recreation Center,City or Village,Hamilton,1,97e6fbc4-edd1-4b82-9c6e-b13d81b95c07,,2025/04/15 16:47:34+00,59288.6640625,1147.6947250209
137,LINWOOD HUTTON RECREATION AREA ,Linwood Hutton Recreation Area,City or Village,Hamilton,1,233c7dbe-cc44-46d8-a420-56d9e1bfba25,,,62370.66796875,1181.87884359905
138,VETERANS PARK,Veterans Park,Township,Hamilton,1,de1e0f2e-5c30-462b-8a99-bab791ca97d1,,,141502.595230341,1554.45390861583
139,PLAYFIELD,Water Works Park,Ball Field,Hamilton,1,6a60ae90-7cff-4362-9501-ce151d5e15d5,,,47247.421875,956.120576537436
140,Losantiville Triangle,Losantiville Recreation Area ,City or Village,Hamilton,1,9475b9e0-a1a6-4439-a4ee-668278eced10,,2025/04/15 16:12:29+00,32362.0259811259,857.388265397286
141,Glenway Woods Nature Preserve,Glenway Woods Nature Preserve,Park District,Hamilton,1,8e2db96d-9afd-49b6-9e06-4895491751ee,,,280279.60546875,3424.83636147336
142,Heritage Park,Heritage Park,City or Village,Hamilton,1,77ec8529-3138-4fee-8bf2-bc452a8eec1c,,,58718.97265625,1290.38560675954
143,Bruening Park,Bruening Park,City or Village,Hamilton,1,b6c0471b-a04b-459b-9ff1-b9c7c03ac328,,,108266.85546875,1919.63886622349
144,SACRED HEART RECREATION AREA ,Sacred Heart Recreation Area,City or Village,Hamilton,1,6a5883f5-507d-42af-81bb-5beedcfdcdd0,,2025/11/04 18:31:40+00,29614.02734375,714.191707877957
145,IMAGINATION ALLEY RECREATION AREA,Imagination Alley,City or Village,Hamilton,1,6ff041e9-7d52-4031-8541-ad30ecc9dc2e,,2025/10/31 14:39:35+00,1125.91015625,174.600067244429
146,Bishop Park,Bishop Park,City or Village,Hamilton,1,d90541e0-5e78-4c76-bcf5-03f4bb9434e5,,,1039.09765625,152.245820698681
147,Miles Edward Park,Miles Edward Park,City or Village,Hamilton,1,6001ddb8-a828-467d-a334-21f7838aa118,,,253301.00390625,2580.29872290149
148,Whitewater Township Greenspace,Whitewater Greenspace,Township,Hamilton,1,3778bb9f-4e83-4b7a-b5f2-67ad9ae055bc,,2025/05/08 19:16:55+00,67419.73046875,1226.17290769443
149,MADISONVILLE RECREATION COMPLEX,Madisonville Recreation Center,City or Village,Hamilton,1,3512ff34-937f-4f7a-a149-c29b408b5bbd,,,55795.32421875,1073.02111044268
150,Victory Parkway - Xavier Fields,Victory Parkway - Xavier Fields,City or Village,Hamilton,1,2b357b58-9eff-4a21-8fa0-3d51eead1085,,,128690.53125,2202.86071552233
151,Chisholm Park,Chisholm Park,City or Village,Hamilton,1,67d5a42f-da41-454c-a297-84ee672991d4,,,39237.078125,1454.72468648908
152,Farbach-Werner Nature Preserve,Farbach-Werner Nature Preserve,Park District,Hamilton,1,d69568d5-2cb8-4d87-8797-1d0a900b54ea,,,149360.828125,1821.77982159146
153,Newberry Wildlife Sanctuary,Newberry Wildlife Sanctuary State Nature Preserve,Park District,Hamilton,1,5045be02-392e-4de0-876b-1bf80675937b,,,673471.1171875,3906.14550365473
154,Richardson Forest Preserve,Richardson Forest Preserve,Park District,Hamilton,1,488b9655-622e-4e1b-a1d2-cc980c1447ca,,,2758602.86328125,17973.415896445
155,College Hill Elementry Playground and Land,College Hill Fundamental Academy Playground,Schools-Public,Hamilton,1,8808d139-da87-4ffc-92b6-8ef9eeb965de,,,12012.82421875,756.705507059876
156,Juran Easement,Juran Easement,Conservation Group,Hamilton,1,93660ca0-4e3d-4f3c-9ee0-030537daec55,,,19478.95703125,837.020644915873
157,Smale Anniversary Gardens,Smale Anniversary Gardens,Park District,Hamilton,1,bec7a955-448f-404e-aee6-c9247d28f9fa,,,7564.8125,1011.18272351637
158,Procter and Gamble Greenspace,Procter and Gamble Greenspace,Private Commercial,Hamilton,1,10f59755-005f-47cb-bd6c-e51b1c72ef3f,,,15298.8828125,745.925202500601
159,Western Hills Athletic Fields,Western Hills Athletic Fields,City or Village,Hamilton,1,de15f811-9ed1-4c9d-ab3b-331beeda982b,,,163220.04296875,4231.76439105038
160,Dunham Bike Trail,Dunham Bike Trail,City or Village,Hamilton,1,e9803a0c-a6c2-4d64-846a-2753962942fb,,,8954.8125,1213.85869875236
161,Gamble Montessori Land,Gamble Montessori Land,Schools-Public,Hamilton,1,9d52442d-262d-4c00-9a08-7999cb290abc,,,143533.8984375,2842.27814345516
162,Bradford-Felter Tanglewood Preserve,Bradford-Felter Tanglewood Preserve,Park District,Hamilton,1,d8976ba0-11ad-4555-b081-d57bce1a1cb4,,2025/10/29 20:08:31+00,1961458.76953125,18532.4604331693
163,Mill Creek Valley Greenway,Mill Creek Valley Greenway,Conservancy District,Hamilton,1,4a993a68-98f1-4783-8735-68b14c61974a,,,770813.1015625,24287.9812735905
164,Scarborough Woods,Scarborough Woods,Park District,Hamilton,1,064d1b17-f7a7-4162-a58c-12c7676815d7,,,31792.8125,1238.03864371909
165,Mt. Washington Recreation Center,Mt. Washington Recreation Center,City or Village,Hamilton,1,7019759e-e329-420f-ac73-dc0f3540b0af,,,40516.24609375,1174.99298200474
